Trivial name|Smiles|Batch No|Conc uM|Relative cell count|Induction|Cluster AKT/PI3K/MTOR|Cluster Aurora|Cluster BET|Cluster DNA synthesis|Cluster HDAC|Cluster HSP90|Cluster L/CH|Cluster MitoStress|Cluster Na+/K+ ATPase|Cluster Protein synthesis|Cluster Pyrimidine synthesis|Cluster Tubulin|Cluster Uncoupling||
Nexturastat A|CCCCN(Cc1ccc(C(=O)NO)cc1)C(=O)Nc1ccccc1|1|2|98|6.2|0|15.7|58|0|65.3|0|34.4|0|38.9|25.3|0|61.7|25.1||
CHZ868|CC(=O)Nc1cc(Oc2ccc3c(nc(Nc4ccc(F)cc4F)n3C)c2C)ccn1|1|0.2|88|22.1|32|0|50.4|0|45.4|22.1|58.2|2.6|15|44.2|0|57.7|68.3||
CHZ868|CC(=O)Nc1cc(Oc2ccc3c(nc(Nc4ccc(F)cc4F)n3C)c2C)ccn1|1|2|90|22.8|58.8|0|2.2|35|0|42.1|29|38.6|0|12.6|11.1|15.8|36.9||
ARV-825|Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)Nc1ccc(OCCOCCOCCOCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)cc1)c1nnc(C)n1-2|1|0.2|104|44.4|0|0|90.4|0|84.1|22.9|72|23.9|50.4|68.6|0|81.5|63.6||
ARV-825|Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)Nc1ccc(OCCOCCOCCOCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)cc1)c1nnc(C)n1-2|1|2|100|75|0|0|83.6|0|82.4|15.3|79.7|51.6|46.3|58|0|76.4|43.4||
INCB-057643|CN1C(=O)C(C)(C)Oc2c(-c3cn(C)c(O)c4nccc3-4)cc(S(C)(=O)=O)cc21|1|0.2|95|54.4|0|0|94.3|0|86.5|8.3|72|14.8|54.9|71.2|0|85.8|65.5||
INCB-057643|CN1C(=O)C(C)(C)Oc2c(-c3cn(C)c(O)c4nccc3-4)cc(S(C)(=O)=O)cc21|1|2|103|60.4|0|0|97.3|0|93|0|79.9|0|63.4|72.1|0|83.5|65.1||
A-485|CNC(=O)Nc1ccc2c(c1)CC[C@@]21OC(=O)N(CC(=O)N(Cc2ccc(F)cc2)[C@@H](C)C(F)(F)F)C1=O|1|0.2|102|13.3|0|0|74.1|0|66.2|8.4|48.2|0|47.8|52.5|0|54.1|61.8||
A-485|CNC(=O)Nc1ccc2c(c1)CC[C@@]21OC(=O)N(CC(=O)N(Cc2ccc(F)cc2)[C@@H](C)C(F)(F)F)C1=O|1|2|109|18.8|26.7|0|58.6|0|52.2|21.2|49.1|2|30.8|37.8|0|48.6|60.1||
Midostaurin|CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4|1|10|51|39.7|20.9|14.3|17.1|9.9|31.8|43.8|29.8|42.5|19.2|11.6|0|35.8|16.7||
"LDN193189 hydrochloride, DM-;3189"|c1ccc2c(-c3cnn4cc(-c5ccc(N6CCNCC6)cc5)cnc34)ccnc2c1|1|0.3|92|5.4|0|0|61.9|0|51.6|37.4|44|4.1|24.7|60.2|0|58.3|61.6||
"LDN193189 hydrochloride, DM-;3189"|c1ccc2c(-c3cnn4cc(-c5ccc(N6CCNCC6)cc5)cnc34)ccnc2c1|1|0.5|104|7.3|0|0|61|0|64|11.7|43.1|0|42.5|62.9|0|49.4|61.6||
"LDN193189 hydrochloride, DM-;3189"|c1ccc2c(-c3cnn4cc(-c5ccc(N6CCNCC6)cc5)cnc34)ccnc2c1|1|1|79|51.6|0|0|73.5|0|72.4|29.1|62.2|15.8|37.5|91.4|0|71.1|60.5||
Miransertib HCl, ARQ 092|Nc1ncccc1-c1nc2ccc(-c3ccccc3)nc2n1-c1ccc(C2(N)CCC2)cc1|1|1|103|21.2|52.9|0|20.3|19.8|19.8|25|62.8|60.3|0|8.1|4.8|16.7|22.5||
Miransertib HCl, ARQ 092|Nc1ncccc1-c1nc2ccc(-c3ccccc3)nc2n1-c1ccc(C2(N)CCC2)cc1|1|3|95|46.3|7.7|0|66.4|0|64.9|28.4|88.5|56.6|23.1|42.4|0|61.4|52.5||
Sunitinib|CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C|1|1|99|31.6|54.6|0|0|33.9|0|23.9|12.8|57.8|0|0|29.8|0|0.2||
Sunitinib|CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C|1|3|88|56.5|30|0|41.3|0|42.8|43|69.3|59.8|2|32.4|0|43.4|44.9||
Sunitinib|CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C|1|10|59|73.4|0|0|59.5|0|56.8|22.5|82.2|70.8|22.7|32|0|68.9|40.2||
Ripretinib|CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21|1|10|94|41.1|68.2|0|0|5.1|1.2|58.6|26.6|28.7|0|0|17.9|9.6|31.3||
Borussertib|C=CC(=O)Nc1ccc2nc(O)n(C3CCN(Cc4ccc(-c5nc6ccnc(O)c6cc5-c5ccccc5)cc4)CC3)c2c1|1|10|92|41.5|29.6|0|37.7|20.8|37.4|36.4|79.6|68.7|0|9|0|48|36.3||
Borussertib|C=CC(=O)Nc1ccc2nc(O)n(C3CCN(Cc4ccc(-c5nc6ccnc(O)c6cc5-c5ccccc5)cc4)CC3)c2c1|1|10|94|16.6|68.1|0|0|69.5|0|24.7|37.5|56|0|0|36.1|1.2|15.4||
Avapritinib|Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1|1|1|99|45.4|0|0|61.8|0|57.7|20.9|68.5|61.3|19.6|48.2|0|60.9|38.8||
Avapritinib|Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1|1|3|101|65.5|0|0|69.2|0|69.4|34.3|71.7|59|27.2|58.1|0|69.1|53||
Avapritinib|Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1|1|10|98|75.1|0|0|82.7|0|79.3|19.9|93.8|39.5|37.7|51.9|0|77|56.8||
Avapritinib|Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1|3|1|105|28.8|0|0|46.5|0|48.8|39.9|51.3|59.4|8.3|46.8|0|50.3|37.5||
BMS-536924|Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)ccnc3O)nc12|1|1|108|22.1|5.5|0|37.1|0|34.9|17.9|43.6|24.6|17|10.8|0|16.9|16.1||
BMS-536924|Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)ccnc3O)nc12|1|3|92|42.5|0|0|65.5|0|63.2|32|61.8|27.1|31.2|50.8|0|61.3|54.8||
BMS-536924|Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)ccnc3O)nc12|1|10|91|60.6|0|0|74.8|0|68.7|35.3|78.5|30.1|40|44.6|0|78.9|54.4||
Cytochalasin B, Phomin|C=C1[C@@H](C)C2[C@H](Cc3ccccc3)NC(=O)[C@]23OC(=O)/C=C/[C@@H](O)CCC[C@@H](C)C/C=C/C3[C@@H]1O|1|1|76|79.8|0|9.9|78.5|0|78.2|14.6|57.7|0|54.3|66.6|0|81.8|40.7||
Vacquinol-1 dihydrochloride|OC(c1cc(-c2ccc(Cl)cc2)nc2ccccc12)C1CCCCN1|1|1|94|25.7|0|0.2|50.6|0|62.8|43.6|43.1|37|38.2|52.2|0|50.6|23.7||
Vacquinol-1 dihydrochloride|OC(c1cc(-c2ccc(Cl)cc2)nc2ccccc12)C1CCCCN1|1|1|94|5.4|0|3.7|57.9|0|59.9|11|66.5|42.7|28.7|46.3|0|53.4|13.4||
Vacquinol-1 dihydrochloride|OC(c1cc(-c2ccc(Cl)cc2)nc2ccccc12)C1CCCCN1|1|3|105|71.7|0|0|69.2|0|74.4|39|64.5|38.1|37.3|69.4|0|69.5|56.4||
Vacquinol-1 dihydrochloride|OC(c1cc(-c2ccc(Cl)cc2)nc2ccccc12)C1CCCCN1|1|3|83|59.8|0|0|75.9|0|75|19.3|82.3|51.7|36.8|64.4|0|77.6|58.3||
|CN1C(=O)C2(C(=O)N(Cc3ccncc3)c3ccc(OC(F)(F)F)cc32)c2ccccc21|1|1|101|11.1|1.5|5.2|0|20|0|22.9|0|56.6|0|0|46.5|0|0||
|CN1C(=O)C2(C(=O)N(Cc3ccncc3)c3ccc(OC(F)(F)F)cc32)c2ccccc21|1|10|90|51.6|60.9|16.9|0|82.9|0|20.5|0|25.3|0|0|95.9|0|0||
|CN1C(=O)C2(C(=O)N(Cc3ccncc3)c3ccc(OC(F)(F)F)cc32)c2ccccc21|1|10|96|31.3|53.2|7.6|0|74.4|0|25|0|40.7|0|0|89|0|0||
ACBI1|Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCOc2ccc(CN3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1|1|1|105|50.9|0|0|69.8|0|71.2|13.7|81.4|52.7|32.1|51.3|0|71.1|37.6||
ACBI1|Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCOc2ccc(CN3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1|1|3|90|64.6|0|0|78.9|0|79.1|19.2|93.7|39.5|38.1|47.4|0|76.4|50.1||
ACBI1|Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCOc2ccc(CN3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1|1|10|101|50.4|0|0|68.5|0|68.3|25.1|95.2|56|26.2|34.8|0|68.4|40||
ACBI1|Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCOc2ccc(CN3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1|1|10|91|59.1|0|0|78.6|0|78.9|17|95.7|31|38.1|46.2|0|73.2|51.5||
BI-0319|COc1cc(C(=O)NCCOCCOCCOCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)ccc1Nc1ncc(C(F)(F)F)c(Oc2cccc3c2C(=O)CC3)n1|1|1|95|6.9|0|0|73.7|0|69.4|31.3|69.4|7.7|22.5|61|0|76.9|69.6||
BI-0319|COc1cc(C(=O)NCCOCCOCCOCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)ccc1Nc1ncc(C(F)(F)F)c(Oc2cccc3c2C(=O)CC3)n1|1|3|94|37|0|0|85.5|0|84.9|36.5|78.3|17.4|47.7|67|0|84.7|65.3||
BI-0319|COc1cc(C(=O)NCCOCCOCCOCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)ccc1Nc1ncc(C(F)(F)F)c(Oc2cccc3c2C(=O)CC3)n1|1|10|66|55.3|13.8|0|52.6|0|67.5|65.8|65.1|45.8|26.1|51.7|0|62.9|66.1||
BI-0319|COc1cc(C(=O)NCCOCCOCCOCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)ccc1Nc1ncc(C(F)(F)F)c(Oc2cccc3c2C(=O)CC3)n1|1|10|68|57.7|0|0|48.9|0|64.6|63.5|51.6|27.8|36.3|58.6|0|57.9|60.6||
BI-2852|Cn1cnc(Cn2ccc3ccc(CNCc4[nH]c5ccccc5c4[C@H]4NC(=O)c5ccc(O)cc54)cc32)c1|1|10|99|2.6|18|12.8|0|44.7|0|37|0|38.6|0|0|55.4|0|0||
BI-2853|Cn1cnc(Cn2ccc3ccc(CNCc4[nH]c5ccccc5c4[C@@H]4NC(=O)c5ccc(O)cc54)cc32)c1|1|10|98|0|0|13.9|0|31.4|0|17.5|18.7|4.7|0|0|12.9|5|0||
BI-3234|CC1CNCCc2c1nc1ccnn1c2N1CC(C(=O)N2CCC(C)(C)C2)C1|1|10|106|0.2|15|0|0|4|0|45.4|20.8|52.4|0|0|29|1.6|0||
BI-3663|COc1cc(C(=O)NCCOCCOCCOCCC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)ccc1Nc1ncc(C(F)(F)F)c(Oc2cccc3c2C(=O)CC3)n1|1|10|101|18.8|0|0|72.4|0|67.8|37.1|87.9|52.5|26.7|48.7|0|75.2|63.6||
BI-4206|COc1cc(C(=O)NCCOCCOCCOCC(=O)N[C@H](C(=O)N2C[C@@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)ccc1Nc1ncc(C(F)(F)F)c(Oc2cccc3c2C(=O)CC3)n1|1|1|92|15.2|0|0|41.9|0|50.9|49.6|57.8|50.3|6.9|28.6|0|47.4|41.9||
BI-4206|COc1cc(C(=O)NCCOCCOCCOCC(=O)N[C@H](C(=O)N2C[C@@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)ccc1Nc1ncc(C(F)(F)F)c(Oc2cccc3c2C(=O)CC3)n1|1|1|109|0.2|0|0|43.3|0|47.8|41.2|52.2|21.1|0.5|23.5|0|38.7|28.4||
BI-4206|COc1cc(C(=O)NCCOCCOCCOCC(=O)N[C@H](C(=O)N2C[C@@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)ccc1Nc1ncc(C(F)(F)F)c(Oc2cccc3c2C(=O)CC3)n1|1|3|89|58.9|0|0|69.9|0|77.4|47|78.5|50.8|34.4|54.6|0|68.5|62.6||
BI-4206|COc1cc(C(=O)NCCOCCOCCOCC(=O)N[C@H](C(=O)N2C[C@@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)ccc1Nc1ncc(C(F)(F)F)c(Oc2cccc3c2C(=O)CC3)n1|1|3|94|45.3|0|0|69|0|73.3|51.7|77.8|39.9|35.6|58.7|0|69.6|63.4||
BI-4206|COc1cc(C(=O)NCCOCCOCCOCC(=O)N[C@H](C(=O)N2C[C@@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)ccc1Nc1ncc(C(F)(F)F)c(Oc2cccc3c2C(=O)CC3)n1|1|10|14|92.2|0|0|85.8|0|86.7|15.6|74.2|31.9|59.3|73.3|0|82.5|60.5||
BI-4206|COc1cc(C(=O)NCCOCCOCCOCC(=O)N[C@H](C(=O)N2C[C@@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)ccc1Nc1ncc(C(F)(F)F)c(Oc2cccc3c2C(=O)CC3)n1|1|10|35|93.1|0|0|85|0|87.2|12.6|73.6|26.3|64.7|71.7|0|83.5|59.7||
BI-4752|CC1(C)CCN(C(=O)C2CN(c3c4c(nc5ccnn35)CCNCC4)C2)C1|1|10|110|0.7|36.9|0|0|29.4|0|32.4|0|61.1|0|0|52.6|0|0||
BI-5026|CN(C)C(=O)c1sc2nc(N3CCC(S(C)(=O)=O)CC3)cc(C(F)(F)F)c2c1N|1|10|106|0.3|41.8|0|0|24.3|0|15.5|0|0|0|0|48.7|0|0||
BI605906|CCC(F)(F)c1cc(N2CCC(S(C)(=O)=O)CC2)nc2sc(C(N)=O)c(N)c12|1|10|101|1.6|0|0|42.8|0|22.1|0.6|35.4|35.7|19.6|29|0|47.6|27.1||
BI-BR1532|C/C(=C\C(=O)Nc1ccccc1C(=O)O)c1ccc2ccccc2c1|1|10|97|0|0|8.7|6.3|26.2|1.1|0|24.2|20.5|2.7|0|11|10|0||
BI-BR1654|COCCN(C)c1ccc(NC(=O)/C=C(\C)c2ccc3ccccc3c2)c(C(=O)O)c1|1|10|107|0.2|0|0|19.3|0|9.8|0|13.8|0|20.4|0|0|5.1|4.5||
cis-ACBI1|Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCOc2ccc(CN3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1|1|1|110|47.8|0|0|69.2|0|71.6|20.2|84.6|52.1|31.1|36.3|0|66.1|35.4||
cis-ACBI1|Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCOc2ccc(CN3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1|1|3|106|61.5|0|0|74.1|0|74.9|24.1|94.2|46.7|29.2|42.7|0|68|49.1||
cis-ACBI1|Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCOc2ccc(CN3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1|1|10|85|50.1|0|0|62|0|64.5|32.6|93.7|61.8|17.8|31|0|61.2|39.7||
cis-ACBI1|Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCOc2ccc(CN3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1|1|10|93|56.8|0|0|74.5|0|74.4|18.5|96.3|38.3|31.1|39.8|0|66.4|49.5||
|COc1ccc2[nH]c3c(c2c1)CCOC31CC[C@@]2(Oc3c(Cl)c(OC)cc(OC)c3C2=O)[C@H](C)C1|1|3|94|39|64.9|4.1|0|85.1|0|11.1|0|17.8|0|0|97.1|0|0||
|COc1ccc2[nH]c3c(c2c1)CCOC31CC[C@@]2(Oc3c(Cl)c(OC)cc(OC)c3C2=O)[C@H](C)C1|1|10|81|47.2|62|0|0|70.9|0|23.7|0|17.3|0|0|82.8|0|0||
|COc1ccc2[nH]c3c(c2c1)CCOC31CC[C@@]2(Oc3c(Cl)c(OC)cc(OC)c3C2=O)[C@H](C)C1|1|10|80|31.3|68|0|0|71.5|0|38.9|0|23.6|0|0|71.7|0|9.7||
Deltasonamide 2|CNc1nccc(CN([C@H]2CC[C@H](N)CC2)S(=O)(=O)c2ccc(S(=O)(=O)N(Cc3ccc(Cl)cc3)C3CCCC3)cc2)n1|1|1|96|36.6|0|0|69.9|0|71.8|21.7|86.6|43.4|24|50.1|0|70.1|48.6||
BI-4101|CCN(C)C(=O)c1ccc2c(/C(=N/C3CCN(C)CC3)c3ccccc3)c(O)[nH]c2c1|1|10|96|8.3|9.5|0|12.3|44.1|6.1|23|39.3|63.3|0|23.3|6.9|39|15.3||
BI-4101|CCN(C)C(=O)c1ccc2c(/C(=N/C3CCN(C)CC3)c3ccccc3)c(O)[nH]c2c1|1|30|99|43.4|18|0|31.4|33.5|24.4|27.7|72.3|74.1|0|4.4|0|47.5|28.8||
BI-4101|CCN(C)C(=O)c1ccc2c(/C(=N/C3CCN(C)CC3)c3ccccc3)c(O)[nH]c2c1|1|50|93|55.8|13.9|0|39.8|21.9|35.9|29.6|80.3|74.9|0|11.4|0|53.7|33.9||
BI-0588|CO[C@H]1CC[C@H](N(c2cc(F)c(Oc3ncc(Cn4nccn4)cc3C(F)(F)F)cc2C(=O)O)C(=O)[C@H]2CC[C@H](C)CC2)CC1|1|10|101|0.3|56.2|0|0|52.7|0|24.1|0|23.6|0|0|52.9|0|0||
BI-0588|CO[C@H]1CC[C@H](N(c2cc(F)c(Oc3ncc(Cn4nccn4)cc3C(F)(F)F)cc2C(=O)O)C(=O)[C@H]2CC[C@H](C)CC2)CC1|1|30|87|8.3|33.1|0|0|18.2|11.5|64.5|21.6|44|0|0|30.6|0|7.3||
BI-0588|CO[C@H]1CC[C@H](N(c2cc(F)c(Oc3ncc(Cn4nccn4)cc3C(F)(F)F)cc2C(=O)O)C(=O)[C@H]2CC[C@H](C)CC2)CC1|1|50|90|19.3|29.9|0|21.5|0|40.9|60.2|38.5|11.6|21.7|15.1|1.6|30.5|42.1||
BI-0900|CC(C)N(C(=O)C1CCOCC1)c1cc(F)c(Oc2ncc(Cn3nccn3)cc2C(F)(F)F)cc1C(=O)O|1|10|102|0.3|24.7|0|0|36.9|0|0|0|0|0|0|45|0|0||
BI-0900|CC(C)N(C(=O)C1CCOCC1)c1cc(F)c(Oc2ncc(Cn3nccn3)cc2C(F)(F)F)cc1C(=O)O|1|30|94|0.5|0|9.4|43.8|0|57.7|0|43.5|0|42|5.8|0|23.5|16.6||
BI-0900|CC(C)N(C(=O)C1CCOCC1)c1cc(F)c(Oc2ncc(Cn3nccn3)cc2C(F)(F)F)cc1C(=O)O|1|50|94|0|14.4|0|0|9.6|0|0|0|0|4.5|0|47|0|0||
"Faldaprevir; BI-201335"|C=CC1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3csc(NC(=O)C(C)C)n3)nc3c(Br)c(OC)ccc23)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)O|1|10|103|1.4|36.4|3.9|0|63.1|0|35.2|0|47.3|0|0|57|0|0||
"Faldaprevir; BI-201335"|C=CC1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3csc(NC(=O)C(C)C)n3)nc3c(Br)c(OC)ccc23)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)O|1|30|85|25.4|23.3|0|49.7|0|49|32.9|69.1|0|21.5|18.7|0|55.2|63.4||
"Faldaprevir; BI-201335"|C=CC1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3csc(NC(=O)C(C)C)n3)nc3c(Br)c(OC)ccc23)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)O|1|50|71|42.7|0|0|74.9|0|78.3|22.4|72.9|0|51.6|51.4|0|65.4|76.8||
BI-1675|O=C(N[C@H]1CCCCC/C=C\C2C[C@@]2(C(=O)O)NC(=O)[C@@H]2C[C@@H](Oc3ccncc3)CN2C1=O)OC1CCCC1|1|10|94|0.7|2.7|16.3|0|32.8|0|0|2.4|0|0|24.4|10.1|0|0||
BI-1675|O=C(N[C@H]1CCCCC/C=C\C2C[C@@]2(C(=O)O)NC(=O)[C@@H]2C[C@@H](Oc3ccncc3)CN2C1=O)OC1CCCC1|1|30|100|0.2|0|0|14.2|0|20.6|0|0|0|37.3|0|0|0|0||
BI-1675|O=C(N[C@H]1CCCCC/C=C\C2C[C@@]2(C(=O)O)NC(=O)[C@@H]2C[C@@H](Oc3ccncc3)CN2C1=O)OC1CCCC1|1|50|94|0.2|0|0|55.6|0|53.8|25.5|39.2|26|51.4|53.3|0|63.9|50||
BI-1675|O=C(N[C@H]1CCCCC/C=C\C2C[C@@]2(C(=O)O)NC(=O)[C@@H]2C[C@@H](Oc3ccncc3)CN2C1=O)OC1CCCC1|2|0.1|94|0.2|0|12.9|9.9|0|12|8.8|0|0|0.8|20.1|0|4.1|0.1||
BI-1675|O=C(N[C@H]1CCCCC/C=C\C2C[C@@]2(C(=O)O)NC(=O)[C@@H]2C[C@@H](Oc3ccncc3)CN2C1=O)OC1CCCC1|2|0.3|96|0|0|0|14.4|0|18.4|0|0|0|20.1|22.6|0|0|19.8||
BI-1675|O=C(N[C@H]1CCCCC/C=C\C2C[C@@]2(C(=O)O)NC(=O)[C@@H]2C[C@@H](Oc3ccncc3)CN2C1=O)OC1CCCC1|2|0.5|101|0|0|0|39.7|0|41.7|32.7|20.5|13.6|19.5|51.3|0|43.1|47.2||
VZ185|COc1cc(-c2cn(C)c(=O)c3cnccc23)cc(OC)c1CN1CCN(CCCCCOc2cc(-c3scnc3C)ccc2CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)CC1|1|3|95|52|0|0|78.7|0|77.6|13.2|95.6|45.5|35.2|44.6|0|71.2|47.9||
VZ185|COc1cc(-c2cn(C)c(=O)c3cnccc23)cc(OC)c1CN1CCN(CCCCCOc2cc(-c3scnc3C)ccc2CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)CC1|1|10|95|69.6|0|0|76.5|0|75.2|22.2|90.4|52.2|33.4|49.4|0|72.9|59||
VZ185|COc1cc(-c2cn(C)c(=O)c3cnccc23)cc(OC)c1CN1CCN(CCCCCOc2cc(-c3scnc3C)ccc2CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)CC1|1|10|98|64.2|0|0|80.3|0|81|20.7|93.6|35|38.5|48|0|72.6|59.2||
cis-VZ185|COc1cc(-c2cn(C)c(=O)c3cnccc23)cc(OC)c1CN1CCN(CCCCCOc2cc(-c3scnc3C)ccc2CNC(=O)[C@@H]2C[C@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)CC1|1|1|98|33.5|0|0|80.1|0|78.9|18.7|89.6|35.9|35.5|54.9|0|77.6|52.8||
cis-VZ185|COc1cc(-c2cn(C)c(=O)c3cnccc23)cc(OC)c1CN1CCN(CCCCCOc2cc(-c3scnc3C)ccc2CNC(=O)[C@@H]2C[C@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)CC1|1|3|94|67.2|0|0|79.2|0|78.9|16.1|95.5|37.8|36.2|50|0|72.5|56.5||
cis-VZ185|COc1cc(-c2cn(C)c(=O)c3cnccc23)cc(OC)c1CN1CCN(CCCCCOc2cc(-c3scnc3C)ccc2CNC(=O)[C@@H]2C[C@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)CC1|1|10|90|83.2|0|0|76.8|0|75.6|26.7|87.3|56.4|33.9|60.3|0|75.3|60.8||
cis-VZ185|COc1cc(-c2cn(C)c(=O)c3cnccc23)cc(OC)c1CN1CCN(CCCCCOc2cc(-c3scnc3C)ccc2CNC(=O)[C@@H]2C[C@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)CC1|1|10|107|80.5|0|0|80.4|0|80|23.7|91.9|42.1|34.9|56.8|0|74.1|60.8||
BI-0115|CCCN1C(=O)c2ccc(Cl)cc2Nc2ncccc21|1|10|96|1|8.6|0|34.9|7.4|30.5|28.5|37.5|21.5|7.5|50.3|0|48.1|49.1||
BI-0115|CCCN1C(=O)c2ccc(Cl)cc2Nc2ncccc21|1|30|94|14.3|0|0|70.3|0|71.5|46.9|69.4|34.2|35.5|50.6|0|73.5|64.2||
BI-0115|CCCN1C(=O)c2ccc(Cl)cc2Nc2ncccc21|1|50|94|31.6|0|0|80.4|0|79.4|50.8|75.6|32.6|44.7|62.5|0|82.1|71.1||
BI-1580|CCN1C(=O)c2cc(C)ccc2Nc2ncccc21|1|10|109|0.3|23.6|0|0|34.4|0|0|0|0|0|0|33.2|0|0||
