Trivial Name|BatchNo|Conc uM|Smiles|Rel Cell Count|Induction|Cluster AKT/PI3K/MTOR|Cluster Aurora|Cluster BET|Cluster DNA Synthesis|Cluster HDAC|Cluster HSP90|Cluster L/CH|Cluster Na+/K+ ATPase|Cluster Protein Synthesis|Cluster Pyrimidine Synthesis|Cluster Tubulin|Cluster Uncoupling
Z-L-Phe chloromethyl ketone, ZPCK|1|10.0|O=C(N[C@@H](Cc1ccccc1)C(=O)CCl)OCc1ccccc1|63|26.9|34.2|45.5|0.0|83.8|0.0|16.0|0.0|0.0|0.0|80.8|0.0|0.0
R(-)-Apocodeine hydrochloride|1|30.0|COc1ccc2c(c1O)-c1cccc3c1[C@@H](C2)N(C)CC3|93|33.7|0.0|0.0|53.0|0.0|54.7|37.9|74.1|5.6|41.9|0.0|58.3|30.9
R(-)-Propylnorapomorphine hydrochloride, R(-)-NPA hydrochloride|1|30.0|CCCN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3|97|7.6|69.1|0.0|0.0|77.0|0.0|38.6|0.0|0.0|0.0|69.9|0.0|0.0
R(-)-2,10,11-Trihydroxyaporphine hybrobromide|1|30.0|CN1CCc2cc(O)cc3c2[C@H]1Cc1ccc(O)c(O)c1-3|80|42.8|24.9|20.1|0.0|56.1|0.0|0.0|0.0|0.0|0.0|69.1|0.0|0.0
R(-)-TNPA HBr, R(-)-2-OH-NPA hydrobromide|1|30.0|CCCN1CCc2cc(O)cc3c2[C@H]1Cc1ccc(O)c(O)c1-3|80|24.5|9.2|18.8|0.0|55.8|0.0|0.0|16.6|0.0|0.0|40.7|0.0|0.0
R(-)-N-Allylnorapomorphine hydrobromide|1|30.0|C=CCN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3|90|26.4|64.0|0.0|0.0|85.2|0.0|25.3|0.0|0.0|0.0|77.8|0.0|0.0
SKF 38393 (hydrochloride)|1|30.0|Oc1cc2c(cc1O)C(c1ccccc1)CNCC2|106|12.4|7.4|0.0|28.8|2.0|25.1|2.9|13.2|10.4|50.2|0.0|30.9|50.9
R(+)-SCH-23390 hydrochloride|1|30.0|CN1CCc2cc(Cl)c(O)cc2[C@@H](c2ccccc2)C1|96|18.5|2.5|0.0|23.9|8.8|21.2|30.9|56.0|0.0|10.8|0.0|34.9|0.1
(±)-DOI hydrochloride|1|30.0|COc1cc(CC(C)N)c(OC)cc1I|96|39.9|0.0|0.0|64.5|0.0|58.8|30.0|73.4|17.0|56.2|0.0|68.0|48.0
Dihydroergocristine methanesulfonate|1|10.0|CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O|91|20.7|0.0|0.0|67.5|0.0|62.7|19.2|81.9|23.7|37.7|0.0|63.1|30.4
Dihydroergocristine methanesulfonate|1|30.0|CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O|102|72.2|0.0|0.0|72.8|0.0|74.3|24.2|89.5|30.7|42.5|0.0|69.0|41.0
WB-4101 hydrochloride|1|30.0|COc1cccc(OC)c1OCCNCC1COc2ccccc2O1|95|31.1|0.0|0.0|63.2|0.0|65.9|32.9|81.0|24.8|41.2|0.0|60.0|37.2
Dihydroouabain|1|1.0|C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@@H]4C(CC[C@]3(O)C2)[C@@]2(O)CC[C@H](C3COC(=O)C3)[C@@]2(C)C[C@H]4O)[C@H](O)[C@H](O)[C@H]1O|98|9.0|0.0|32.3|0.0|0.0|0.0|0.0|0.0|22.2|0.0|26.7|0.0|0.0
Dihydroouabain|1|3.0|C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@@H]4C(CC[C@]3(O)C2)[C@@]2(O)CC[C@H](C3COC(=O)C3)[C@@]2(C)C[C@H]4O)[C@H](O)[C@H](O)[C@H]1O|83|30.7|24.6|1.6|0.0|13.7|0.0|0.0|0.0|35.1|4.0|24.4|0.0|7.4
Dihydroouabain|1|10.0|C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@@H]4C(CC[C@]3(O)C2)[C@@]2(O)CC[C@H](C3COC(=O)C3)[C@@]2(C)C[C@H]4O)[C@H](O)[C@H](O)[C@H]1O|59|28.8|0.0|44.5|0.0|0.0|9.1|0.0|0.0|61.5|16.2|0.0|0.0|0.0
Dihydroouabain|1|30.0|C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@@H]4C(CC[C@]3(O)C2)[C@@]2(O)CC[C@H](C3COC(=O)C3)[C@@]2(C)C[C@H]4O)[C@H](O)[C@H](O)[C@H]1O|50|50.6|0.0|6.4|27.0|0.0|43.0|0.0|0.0|87.4|24.5|0.0|21.5|26.5
Droperidol|1|30.0|O=C(CCCN1C=CC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1|92|31.8|0.0|0.0|38.9|0.0|43.7|45.0|61.1|1.6|21.2|0.0|48.1|5.7
Diltiazem hydrochloride|1|30.0|COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1|103|9.0|0.0|0.0|15.4|0.0|7.4|37.9|32.8|0.0|16.6|0.0|28.9|0.0
Dextromethorphan hydrobromide monohydrate|1|10.0|COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3|108|6.6|0.0|0.0|49.8|0.0|44.0|4.8|48.0|26.4|32.0|0.0|41.6|38.0
Dextromethorphan hydrobromide monohydrate|1|30.0|COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3|90|31.8|0.0|0.0|79.9|0.0|75.3|14.9|89.7|43.0|54.4|0.0|70.3|50.0
Dihydroergotamine methanesulfonate|1|10.0|CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21|96|8.3|0.0|0.0|63.9|0.0|66.3|18.1|65.2|49.4|35.1|0.0|59.8|29.7
Dihydroergotamine methanesulfonate|1|30.0|CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21|100|49.2|0.0|0.0|61.3|0.0|62.6|29.7|83.0|27.0|30.8|0.0|61.5|29.3
Diphenyleneiodonium chloride|1|10.0|c1ccc2c(c1)[I+]c1ccccc1-2|53|34.9|43.3|19.6|0.0|47.1|0.0|37.8|0.0|0.0|0.0|44.8|0.0|0.0
Diphenyleneiodonium chloride|2|1.0|c1ccc2c(c1)[I+]c1ccccc1-2|82|7.8|32.0|45.9|0.0|78.5|0.0|30.2|0.0|0.0|0.0|75.0|0.0|0.0
Diphenyleneiodonium chloride|2|3.0|c1ccc2c(c1)[I+]c1ccccc1-2|67|30.4|0.0|61.7|0.0|25.3|12.2|42.1|7.8|8.9|33.5|1.5|35.5|0.0
Diphenyleneiodonium chloride|2|10.0|c1ccc2c(c1)[I+]c1ccccc1-2|57|42.1|35.7|31.3|0.0|63.8|0.0|48.1|2.1|0.0|0.0|48.2|0.0|0.0
Diphenyleneiodonium chloride|2|10.0|c1ccc2c(c1)[I+]c1ccccc1-2|57|40.4|50.4|33.4|0.0|84.1|0.0|40.8|0.0|0.0|0.0|74.6|0.0|0.0
asym-Dimethylarginine hydrochloride ADMA|1|10.0|CN(C)C(=N)NCCC[C@H](N)C(=O)O|103|5.9|0.0|2.9|51.5|0.0|54.2|14.9|23.8|51.2|41.6|0.0|35.9|25.1
(-)-alpha-Methylnorepinephrine, Levonordefrin|1|10.0|CC(N)[C@H](O)c1ccc(O)c(O)c1|84|24.4|0.0|0.0|57.3|0.0|49.9|0.0|70.3|32.2|19.6|0.0|52.2|34.6
(-)-alpha-Methylnorepinephrine, Levonordefrin|1|30.0|CC(N)[C@H](O)c1ccc(O)c(O)c1|102|8.1|0.0|0.0|72.0|0.0|64.5|2.1|76.5|34.0|48.0|0.0|69.5|46.5
Dilazep hydrochloride, Cormelian|1|3.0|COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC|101|15.0|0.0|0.0|69.6|0.0|66.9|23.6|84.7|26.2|38.4|0.0|72.2|48.1
Dilazep hydrochloride, Cormelian|1|10.0|COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC|91|72.7|0.0|0.0|81.9|0.0|81.0|9.0|94.8|43.1|51.6|0.0|73.8|49.8
DMNQ|1|10.0|COC1=C(OC)C(=O)c2ccccc2C1=O|76|23.7|46.8|21.5|0.0|93.7|0.0|0.0|0.0|0.0|0.0|66.8|0.0|0.0
DMNQ|1|30.0|COC1=C(OC)C(=O)c2ccccc2C1=O|53|57.0|24.6|0.0|14.8|11.6|19.8|34.1|30.0|20.5|35.8|0.0|18.4|20.3
Daphnetin|1|30.0|O=c1ccc2ccc(O)c(O)c2o1|105|7.9|47.3|16.4|0.0|79.5|0.0|0.0|0.0|0.0|0.0|66.9|0.0|0.0
N-Methyldopamine hydrochloride, Epinine hydrochloride|1|10.0|CNCCc1ccc(O)c(O)c1|100|14.3|3.8|0.0|65.3|0.0|60.1|40.2|76.9|4.3|59.7|0.0|63.5|57.6
N-Methyldopamine hydrochloride, Epinine hydrochloride|1|30.0|CNCCc1ccc(O)c(O)c1|91|7.1|0.0|0.0|55.2|0.0|56.1|30.2|70.2|17.9|52.9|0.0|60.9|37.9
DL-erythro-Dihydrosphingosine, DL-Sphinganine|1|30.0|CCCCCCCCCCCCCCC[C@H](O)[C@H](N)CO|95|6.7|0.0|0.0|69.7|0.0|64.7|10.1|77.7|22.9|35.2|0.0|72.8|36.3
(±) trans-U-50488 methanesulfonate|1|10.0|CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1CCCC[C@@H]1N1CCCC1|100|7.9|0.0|0.0|52.6|0.0|51.9|28.2|68.0|17.6|36.1|0.0|66.4|42.9
(±) trans-U-50488 methanesulfonate|1|30.0|CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1CCCC[C@@H]1N1CCCC1|108|68.9|0.0|0.0|75.5|0.0|75.3|17.8|91.6|32.3|46.1|0.0|70.8|46.4
Dephostatin|1|10.0|CN(N=O)c1cc(O)ccc1O|86|5.4|28.2|23.1|0.0|74.5|0.0|17.7|1.5|0.0|4.5|33.9|2.4|0.0
Dephostatin|1|30.0|CN(N=O)c1cc(O)ccc1O|75|37.0|21.0|26.2|0.0|85.5|0.0|25.8|1.5|0.0|0.0|58.0|0.0|0.0
Danazol|1|30.0|C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5CC4(C)[C@H]3CCC21C|86|14.3|12.6|0.0|39.1|0.0|37.5|43.4|73.6|0.0|12.1|0.0|54.9|36.2
(R,R)-cis-Diethyl tetrahydro-2,8-chrysenediol|1|10.0|CC[C@@H]1Cc2cc(O)ccc2C2=C1c1ccc(O)cc1C[C@H]2CC|97|7.1|0.0|0.0|68.0|0.0|66.6|8.0|73.3|35.5|44.4|0.0|59.4|56.1
DCEBIO|1|30.0|CCn1c(=O)[nH]c2cc(Cl)c(Cl)cc21|95|37.1|0.0|0.0|73.8|0.0|68.2|34.3|75.2|27.4|54.7|0.0|76.8|53.9
(-)-Eseroline fumarate|1|30.0|CN1CC[C@@]2(C)c3cc(O)ccc3N(C)[C@@H]12|72|46.6|20.8|13.1|4.2|70.4|0.0|6.1|48.2|0.0|0.0|12.0|23.4|0.0
FLB 131|1|10.0|CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCN(CC)C2)c1O|101|11.6|0.0|0.0|82.8|0.0|81.6|18.6|87.2|39.4|62.3|0.0|75.3|54.3
FLB 131|1|30.0|CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCN(CC)C2)c1O|86|82.6|0.0|0.0|74.6|0.0|74.0|24.1|85.6|34.3|62.1|0.0|75.1|52.9
Etoposide, Lastet|1|30.0|COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@@]5(O)C[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O|62|30.1|33.6|45.8|0.0|88.0|0.0|4.7|0.0|0.0|0.0|70.5|0.0|0.0
Etazolate hydrochloride|1|30.0|CCOC(=O)c1cnc2c(cnn2CC)c1NN=C(C)C|85|9.0|38.2|0.0|0.0|50.3|0.0|36.1|17.8|0.0|0.0|56.6|0.0|0.0
Eliprodil|1|30.0|OC(CN1CCC(Cc2ccc(F)cc2)CC1)c1ccc(Cl)cc1|107|25.2|0.0|0.0|50.1|0.0|53.1|32.6|58.2|16.5|32.6|0.0|52.4|18.6
Emetine dihydrochloride hydrate|1|1.0|CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21|59|57.5|0.0|0.0|55.3|0.0|50.4|16.3|29.8|46.5|96.8|0.0|55.7|49.6
Emetine dihydrochloride hydrate|1|10.0|CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21|52|77.7|0.0|0.0|67.9|0.0|64.4|17.2|62.5|41.0|78.6|0.0|73.7|68.1
Emetine dihydrochloride hydrate|1|30.0|CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21|52|76.7|0.0|0.0|73.3|0.0|71.4|10.4|81.4|46.1|66.5|0.0|75.4|64.3
Ellipticine|1|1.0|Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12|93|10.0|43.3|41.9|0.0|79.0|0.0|2.4|0.0|0.0|0.0|73.5|0.0|0.0
Ellipticine|1|3.0|Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12|67|38.0|50.7|35.7|0.0|87.7|0.0|12.0|0.0|0.0|0.0|79.7|0.0|0.0
rac-2-Ethoxy-3-hexadecanamido-1-propylphosphocholine|1|30.0|CCCCCCCCCCCCCCCC(=O)NCC(COP(=O)(O)OCC[N+](C)(C)C)OCC|84|34.7|47.9|39.0|0.0|71.9|0.0|7.5|0.0|0.0|0.0|72.3|0.0|0.0
rac-2-Ethoxy-3-octadecanamido-1-propylphosphocholine|1|10.0|CCCCCCCCCCCCCCCCCC(=O)NCC(COP(=O)(O)OCC[N+](C)(C)C)OCC|100|34.2|67.8|12.5|0.0|79.2|0.0|0.0|0.0|0.0|0.0|76.1|0.0|0.0
rac-2-Ethoxy-3-octadecanamido-1-propylphosphocholine|1|30.0|CCCCCCCCCCCCCCCCCC(=O)NCC(COP(=O)(O)OCC[N+](C)(C)C)OCC|94|34.0|48.3|32.7|0.0|70.6|0.0|0.0|0.0|0.0|0.0|79.1|0.0|0.0
(-)-Epinephrine bitartrate, Adrenaline bitartrate|1|10.0|CNC[C@H](O)c1ccc(O)c(O)c1|105|14.0|3.6|0.0|70.2|0.0|68.2|7.8|78.6|23.1|47.5|0.0|61.9|67.5
(-)-Epinephrine bitartrate, Adrenaline bitartrate|1|30.0|CNC[C@H](O)c1ccc(O)c(O)c1|97|8.1|0.0|0.0|67.1|0.0|68.5|37.7|71.6|14.3|49.8|0.0|62.8|49.8
beta-Estradiol, Dihydrofolliculin|1|30.0|C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O|88|37.8|0.0|0.0|79.1|0.0|72.4|25.1|65.6|53.6|53.4|0.0|92.2|62.9
cis-(Z)-Flupenthixol dihydrochloride|1|10.0|OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1|102|35.6|0.0|0.0|74.1|0.0|72.7|19.3|87.3|36.3|42.6|0.0|69.1|34.7
cis-(Z)-Flupenthixol dihydrochloride|1|30.0|OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1|90|84.3|0.0|0.0|75.6|0.0|75.6|25.0|87.5|34.2|51.0|0.0|73.9|48.4
Furafylline|1|30.0|Cc1nc2c([nH]1)c(=O)n(C)c(=O)n2Cc1ccco1|102|7.8|0.0|0.0|80.3|0.0|68.3|2.3|68.4|41.8|61.0|0.0|78.0|57.7
FPL 64176|1|30.0|COC(=O)c1c(C)[nH]c(C)c1C(=O)c1ccccc1Cc1ccccc1|100|21.2|0.0|0.0|34.0|0.0|32.1|41.9|47.7|3.6|17.0|0.0|52.9|15.1
S-(+)-Fluoxetine hydrochloride|1|10.0|CNCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1|108|25.0|0.0|0.0|70.5|0.0|65.0|1.6|93.9|31.1|31.9|0.0|58.3|38.5
Fiduxosin hydrochloride|1|10.0|COc1cccc2c1[C@@H]1CN(CCCCn3c(=O)[nH]c4c(sc5ncc(-c6ccccc6)nc54)c3=O)C[C@@H]1CO2|100|24.7|0.0|0.0|60.8|0.0|59.6|7.1|89.9|22.1|25.6|0.0|54.9|32.2
Fiduxosin hydrochloride|1|30.0|COc1cccc2c1[C@@H]1CN(CCCCn3c(=O)[nH]c4c(sc5ncc(-c6ccccc6)nc54)c3=O)C[C@@H]1CO2|90|76.5|0.0|0.0|79.1|0.0|78.5|10.6|91.8|42.5|49.1|0.0|70.2|49.8
p-Fluoro-L-phenylalanine, 4-Fluoro-L-phenylalanine|1|30.0|N[C@@H](Cc1ccc(F)cc1)C(=O)O|93|27.5|0.0|3.2|24.7|0.8|19.3|31.7|13.3|2.7|52.8|0.0|38.1|37.2
Forskolin|1|10.0|C=CC1(C)CC(=O)C2(O)C(C)(O1)C(OC(C)=O)C(O)C1C(C)(C)CCC(O)C12C|95|19.3|0.0|0.0|71.9|0.0|65.5|28.1|81.5|18.1|59.7|0.0|74.6|59.4
Forskolin|1|30.0|C=CC1(C)CC(=O)C2(O)C(C)(O1)C(OC(C)=O)C(O)C1C(C)(C)CCC(O)C12C|94|43.0|0.0|0.0|68.6|0.0|65.7|34.9|75.5|26.5|54.7|0.0|76.6|56.5
5-Fluoro-5'-deoxyuridine, Doxifluridine|1|30.0|C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O|93|30.9|42.4|0.0|0.0|48.6|0.0|0.0|0.0|0.0|0.0|64.1|0.0|0.0
Flupirtine (Maleate)|1|10.0|CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N|89|5.2|0.0|0.0|42.6|0.0|41.9|27.4|44.8|17.5|31.6|0.0|50.3|26.7
Flupirtine (Maleate)|1|30.0|CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N|95|24.4|4.3|0.0|7.1|15.7|0.0|33.3|26.8|0.0|2.2|13.0|24.3|0.0
Formoterol|1|10.0|C[C@@H](Cc1ccc(C=O)cc1)NC[C@@H](O)c1ccc(O)c(NCO)c1|94|20.0|0.0|0.0|87.1|0.0|84.2|25.8|81.3|47.2|60.4|0.0|84.8|60.8
Formoterol|1|30.0|C[C@@H](Cc1ccc(C=O)cc1)NC[C@@H](O)c1ccc(O)c(NCO)c1|107|44.9|0.0|0.0|79.1|0.0|73.0|17.3|75.8|32.4|63.1|0.0|80.6|56.5
GYKI 52466 hydrochloride|1|30.0|CC1=NN=C(c2ccc(N)cc2)c2cc3c(cc2C1)OCO3|100|6.7|0.2|0.0|33.7|0.0|28.7|21.3|62.7|6.9|8.6|0.0|39.8|7.4
GW2974|1|10.0|CN(C)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1|103|36.4|0.0|0.0|68.2|0.0|71.2|27.1|91.6|29.0|29.5|0.0|63.0|32.4
GW2974|1|30.0|CN(C)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1|88|76.2|0.0|0.0|69.1|0.0|75.9|42.3|73.6|31.7|52.3|0.0|70.0|48.1
L-Glutamic acid hydrochloride|1|30.0|N[C@@H](CCC(=O)O)C(=O)O|92|6.6|1.1|0.0|47.0|0.0|38.5|21.2|58.9|14.2|31.2|0.0|56.5|37.0
Guanidinyl-naltrindole di-trifluoroacetate|1|30.0|N=C(N)Nc1ccc2[nH]c3c(c2c1)C[C@@]1(O)[C@H]2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5|96|30.9|0.0|0.0|50.4|0.0|49.4|29.3|65.3|5.8|35.7|0.0|55.4|30.0
GR 127935 hydrochloride|1|1.0|COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1N1CCN(C)CC1|99|40.9|0.0|0.0|68.7|0.0|68.4|11.8|90.9|22.0|41.0|0.0|65.5|33.4
GR 127935 hydrochloride|1|3.0|COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1N1CCN(C)CC1|96|74.8|0.0|0.0|82.1|0.0|80.1|17.1|95.9|33.5|59.0|0.0|75.3|49.6
GR 113808|1|30.0|Cn1cc(C(=O)OCC2CCN(CCNS(C)(=O)=O)CC2)c2ccccc21|94|49.1|0.0|0.0|69.6|0.0|71.0|22.3|84.9|31.4|40.5|0.0|66.6|33.2
GR 4661|1|30.0|COc1ccc(CNC(=O)/C=C/c2ccc3[nH]cc(CCN(C)C)c3c2)cc1|96|68.2|0.0|0.0|67.7|0.0|66.4|22.5|89.7|23.2|42.4|0.0|65.6|40.1
GBR 12935 (dihydrochloride)|1|10.0|c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1|94|32.6|0.0|0.0|73.5|0.0|73.8|11.0|94.4|40.2|47.9|0.0|68.0|40.8
GBR 12935 (dihydrochloride)|1|30.0|c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1|77|83.8|0.0|0.0|85.2|0.0|85.2|29.0|81.2|47.0|66.2|0.0|80.4|68.6
Hexahydro-sila-difenidol hydrochloride, p-fluoro analog, p-F-HHSiD hydrochloride|1|10.0|O[Si](CCCN1CCCCC1)(c1ccc(F)cc1)C1CCCCC1|92|48.2|0.0|0.0|85.6|0.0|82.4|13.0|92.0|49.1|53.8|0.0|72.7|54.3
Hexahydro-sila-difenidol hydrochloride, p-fluoro analog, p-F-HHSiD hydrochloride|1|30.0|O[Si](CCCN1CCCCC1)(c1ccc(F)cc1)C1CCCCC1|86|83.2|0.0|0.0|81.7|0.0|80.1|26.3|87.9|39.8|61.5|0.0|75.9|59.1
R-(+)-8-Hydroxy-DPAT hydrobromide|1|30.0|CCCN(CCC)[C@@H]1CCc2cccc(O)c2C1|100|10.2|0.0|0.0|67.7|0.0|62.0|9.0|83.4|24.6|44.5|0.0|67.2|27.8
Hydralazine hydrochloride|1|30.0|NNc1nncc2ccccc12|96|8.5|0.0|0.0|62.1|0.0|65.1|0.0|51.1|40.9|39.6|0.0|53.0|52.0
Hydrocortisone, Cortisol|1|10.0|C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO|98|7.3|69.5|0.4|0.0|84.4|0.0|13.8|0.0|0.0|0.0|88.0|0.0|0.0
Hydrocortisone, Cortisol|1|30.0|C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO|91|5.9|49.9|11.5|0.0|75.6|0.0|0.0|0.0|0.0|0.0|81.3|0.0|0.0
PPT|1|30.0|CCCc1c(-c2ccc(O)cc2)nn(-c2ccc(O)cc2)c1-c1ccc(O)cc1|92|17.4|4.7|0.0|50.8|0.0|60.5|54.7|73.7|21.7|40.1|0.0|55.8|38.8
Fenretinide|1|1.0|CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Nc2ccc(O)cc2)C(C)(C)CCC1|96|6.2|0.0|0.0|44.4|0.0|42.9|10.1|24.1|35.8|55.9|0.0|58.0|21.3
Fenretinide|1|3.0|CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Nc2ccc(O)cc2)C(C)(C)CCC1|93|9.8|0.0|0.0|66.9|0.0|68.2|15.0|63.8|44.8|44.9|0.0|62.3|40.2
Fenretinide|1|10.0|CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Nc2ccc(O)cc2)C(C)(C)CCC1|85|45.6|0.0|0.0|72.0|0.0|79.9|41.7|70.4|41.3|51.9|0.0|73.5|51.7
(±)-7-Hydroxy-DPAT hydrobromide, (±)-7-OH-DPAT HBr, (±)-Hydroxy-dipropylaminotetralin hydrobromide|1|30.0|CCCN(CCC)C1CCc2ccc(O)cc2C1|89|11.6|0.0|0.0|71.0|0.0|69.8|25.0|82.0|26.7|45.5|0.0|72.8|37.6
Hydroquinone, 1,4-Benzenediol|1|10.0|Oc1ccc(O)cc1|66|14.5|37.9|28.4|0.0|84.6|0.0|6.6|0.0|0.0|0.0|61.1|0.0|0.0
Hydroquinone, 1,4-Benzenediol|1|30.0|Oc1ccc(O)cc1|80|21.4|45.8|28.6|0.0|85.8|0.0|28.5|0.0|0.0|0.0|55.1|0.0|0.0
5-Hydroxy-L-tryptophan|1|10.0|N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O|103|11.2|15.4|0.0|0.0|0.0|0.0|4.5|0.0|0.0|0.6|0.0|0.0|0.0
Indatraline hydrochloride, Lu 19-005|1|10.0|CN[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21|93|55.1|0.0|0.0|83.0|0.0|78.9|8.9|94.2|40.6|51.9|0.0|70.1|57.5
Iofetamine hydrochloride|1|30.0|CC(C)NC(C)Cc1ccc(I)cc1|102|39.6|0.0|0.0|69.2|0.0|68.9|25.1|84.3|26.2|50.7|0.0|69.4|42.2
IB-MECA|1|30.0|CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)C(O)[C@H]1O|96|11.6|0.0|0.0|67.8|0.0|64.3|31.0|64.2|43.9|56.1|0.0|73.0|52.5
3-(1H-Imidazol-4-yl)propyl di(p-fluorophenyl)methyl ether hydrochloride|1|30.0|Fc1ccc(C(OCCCc2c[nH]cn2)c2ccc(F)cc2)cc1|95|33.9|0.0|0.0|70.8|0.0|67.8|25.3|89.9|26.1|46.7|0.0|65.2|53.2
Indirubin-3'-oxime|1|10.0|O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\O|89|31.1|68.7|0.0|0.0|25.4|0.0|45.4|3.2|0.0|6.9|22.9|10.7|38.5
Indirubin-3'-oxime|1|30.0|O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\O|63|46.8|40.4|0.0|0.0|0.0|0.0|66.4|0.2|0.0|0.0|32.2|0.0|2.8
Indirubin-3'-oxime|2|10.0|O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\O|84|41.8|80.1|0.0|0.0|57.8|0.0|56.5|0.0|0.0|0.0|51.8|0.0|20.6
IC261|1|1.0|COc1cc(OC)c(/C=C2/C(=O)Nc3ccccc32)c(OC)c1|91|12.1|16.2|0.0|50.1|0.0|38.3|13.0|43.8|31.2|36.1|0.0|79.1|68.4
